response_metric,model_family,specification,guild,bmp,estimate,lcl,ucl,excludes_zero
abundance,abundance_guild_bmp,primary,facultative_grassland,edge_and_shrub_habitat,0.10658547516354414,-0.1584313392333868,0.3673801552665986,FALSE
abundance,abundance_guild_bmp,primary,facultative_grassland,eliminate_pesticides,-0.028204101437256032,-0.43068364614838267,0.36055354528718075,FALSE
abundance,abundance_guild_bmp,primary,facultative_grassland,plant_nwsg,0.37755401014699946,0.11841408363912552,0.6464889345514891,TRUE
abundance,abundance_guild_bmp,primary,facultative_grassland,prescribed_fire,-0.38276572384377666,-0.6494441381844046,-0.11897926286292401,TRUE
abundance,abundance_guild_bmp,primary,facultative_grassland,provide_overwintering_habitat,0.01107176285838412,-0.31110313702518055,0.32988164864307695,FALSE
abundance,abundance_guild_bmp,primary,facultative_grassland,reduce_grazing_intensity,0.08679575581665776,-0.4036301248012643,0.5782397765709049,FALSE
abundance,abundance_guild_bmp,primary,facultative_grassland,remove_non_native_shrubs,-0.026686247978411924,-0.3502068130472249,0.30175948246668777,FALSE
abundance,abundance_guild_bmp,primary,facultative_grassland,rotational_grazing,0.0853278044388131,-0.45779907410829374,0.639241400953678,FALSE
abundance,abundance_guild_bmp,primary,obligate_grassland,edge_and_shrub_habitat,-0.11547503408705537,-0.4015793118283021,0.17656286813360783,FALSE
abundance,abundance_guild_bmp,primary,obligate_grassland,eliminate_pesticides,0.30787891562693726,-0.10382727481941689,0.7090657502490054,FALSE
abundance,abundance_guild_bmp,primary,obligate_grassland,manage_in_patches,0.3153060531986798,-0.0661512198003749,0.6966665212455122,FALSE
abundance,abundance_guild_bmp,primary,obligate_grassland,plant_nwsg,0.1600274918658518,-0.08998541947971486,0.4197330623259189,FALSE
abundance,abundance_guild_bmp,primary,obligate_grassland,prescribed_fire,0.2758485962985455,0.04099091171644134,0.5142376510185901,TRUE
abundance,abundance_guild_bmp,primary,obligate_grassland,provide_overwintering_habitat,0.4529168688949517,0.027465960515614035,0.8818116110445566,TRUE
abundance,abundance_guild_bmp,primary,obligate_grassland,reduce_grazing_intensity,0.4462089539470021,-8.445873760321704e-4,0.8847070413550822,FALSE
abundance,abundance_guild_bmp,primary,obligate_grassland,rotational_grazing,0.09093464759348871,-0.3086829698353637,0.5134822971634664,FALSE
abundance,abundance_guild_bmp,primary,obligate_grassland,stream_exclusion_and_buffers,0.1380494881532145,-0.2806970000067039,0.548210223950107,FALSE
abundance,abundance_guild_bmp,non_grassland_classes_retained,facultative_grassland,edge_and_shrub_habitat,0.10658547516354414,-0.1584313392333868,0.3673801552665986,FALSE
abundance,abundance_guild_bmp,non_grassland_classes_retained,facultative_grassland,eliminate_pesticides,-0.028204101437256032,-0.43068364614838267,0.36055354528718075,FALSE
abundance,abundance_guild_bmp,non_grassland_classes_retained,facultative_grassland,plant_nwsg,0.37755401014699946,0.11841408363912552,0.6464889345514891,TRUE
abundance,abundance_guild_bmp,non_grassland_classes_retained,facultative_grassland,prescribed_fire,-0.38276572384377666,-0.6494441381844046,-0.11897926286292401,TRUE
abundance,abundance_guild_bmp,non_grassland_classes_retained,facultative_grassland,provide_overwintering_habitat,0.01107176285838412,-0.31110313702518055,0.32988164864307695,FALSE
abundance,abundance_guild_bmp,non_grassland_classes_retained,facultative_grassland,reduce_grazing_intensity,0.08679575581665776,-0.4036301248012643,0.5782397765709049,FALSE
abundance,abundance_guild_bmp,non_grassland_classes_retained,facultative_grassland,remove_non_native_shrubs,-0.026686247978411924,-0.3502068130472249,0.30175948246668777,FALSE
abundance,abundance_guild_bmp,non_grassland_classes_retained,facultative_grassland,rotational_grazing,0.0853278044388131,-0.45779907410829374,0.639241400953678,FALSE
abundance,abundance_guild_bmp,non_grassland_classes_retained,obligate_grassland,edge_and_shrub_habitat,-0.11547503408705537,-0.4015793118283021,0.17656286813360783,FALSE
abundance,abundance_guild_bmp,non_grassland_classes_retained,obligate_grassland,eliminate_pesticides,0.30787891562693726,-0.10382727481941689,0.7090657502490054,FALSE
abundance,abundance_guild_bmp,non_grassland_classes_retained,obligate_grassland,manage_in_patches,0.3153060531986798,-0.0661512198003749,0.6966665212455122,FALSE
abundance,abundance_guild_bmp,non_grassland_classes_retained,obligate_grassland,plant_nwsg,0.1600274918658518,-0.08998541947971486,0.4197330623259189,FALSE
abundance,abundance_guild_bmp,non_grassland_classes_retained,obligate_grassland,prescribed_fire,0.2758485962985455,0.04099091171644134,0.5142376510185901,TRUE
abundance,abundance_guild_bmp,non_grassland_classes_retained,obligate_grassland,provide_overwintering_habitat,0.4529168688949517,0.027465960515614035,0.8818116110445566,TRUE
abundance,abundance_guild_bmp,non_grassland_classes_retained,obligate_grassland,reduce_grazing_intensity,0.4462089539470021,-8.445873760321704e-4,0.8847070413550822,FALSE
abundance,abundance_guild_bmp,non_grassland_classes_retained,obligate_grassland,rotational_grazing,0.09093464759348871,-0.3086829698353637,0.5134822971634664,FALSE
abundance,abundance_guild_bmp,non_grassland_classes_retained,obligate_grassland,stream_exclusion_and_buffers,0.1380494881532145,-0.2806970000067039,0.548210223950107,FALSE
abundance,abundance_guild_bmp,zero_variance_arm_removed,facultative_grassland,edge_and_shrub_habitat,0.06591060750189291,-0.21069049827203581,0.338724820418685,FALSE
abundance,abundance_guild_bmp,zero_variance_arm_removed,facultative_grassland,eliminate_pesticides,-0.016074224897868365,-0.4113177484475777,0.359873333639227,FALSE
abundance,abundance_guild_bmp,zero_variance_arm_removed,facultative_grassland,plant_nwsg,0.3080769647870315,0.040107273645797685,0.5834012293870329,TRUE
abundance,abundance_guild_bmp,zero_variance_arm_removed,facultative_grassland,prescribed_fire,-0.18938734874818966,-0.4720969548732143,0.09213412691188337,FALSE
abundance,abundance_guild_bmp,zero_variance_arm_removed,facultative_grassland,provide_overwintering_habitat,0.04368019288225204,-0.28861075841035366,0.375457511713892,FALSE
abundance,abundance_guild_bmp,zero_variance_arm_removed,facultative_grassland,reduce_grazing_intensity,0.08437513687520745,-0.48245845284159755,0.6541562243826646,FALSE
abundance,abundance_guild_bmp,zero_variance_arm_removed,facultative_grassland,remove_non_native_shrubs,-0.022325570500166217,-0.3410317942927649,0.31523889936150545,FALSE
abundance,abundance_guild_bmp,zero_variance_arm_removed,obligate_grassland,edge_and_shrub_habitat,-0.13727396904942699,-0.45900389020976096,0.19123971054665612,FALSE
abundance,abundance_guild_bmp,zero_variance_arm_removed,obligate_grassland,eliminate_pesticides,0.2863938985722162,-0.11546611227871993,0.685189525304461,FALSE
abundance,abundance_guild_bmp,zero_variance_arm_removed,obligate_grassland,manage_in_patches,0.271008538571361,-0.11283734340068773,0.6581998151036781,FALSE
abundance,abundance_guild_bmp,zero_variance_arm_removed,obligate_grassland,plant_nwsg,0.1647316752147987,-0.10067847157164586,0.4451729296357659,FALSE
abundance,abundance_guild_bmp,zero_variance_arm_removed,obligate_grassland,prescribed_fire,0.18331144557129045,-0.058088765978178365,0.4425786249669251,FALSE
abundance,abundance_guild_bmp,zero_variance_arm_removed,obligate_grassland,provide_overwintering_habitat,0.2721485920379464,-0.2234817259351258,0.7628532036145484,FALSE
abundance,abundance_guild_bmp,zero_variance_arm_removed,obligate_grassland,reduce_grazing_intensity,0.4953566114795226,0.024461416479809078,0.9758375421315796,TRUE
abundance,abundance_guild_bmp,zero_variance_arm_removed,obligate_grassland,rotational_grazing,0.05511205816724743,-0.3553981279602548,0.47525400985544475,FALSE
abundance,abundance_guild_bmp,zero_variance_arm_removed,obligate_grassland,stream_exclusion_and_buffers,0.06607259501105325,-0.37291713073686455,0.5074926268729404,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,facultative_grassland,edge_and_shrub_habitat,0.10560710832629622,-0.1550133498299676,0.3586713812708958,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,facultative_grassland,eliminate_pesticides,-0.035559266861151656,-0.4339188415995594,0.3617729179196609,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,facultative_grassland,plant_nwsg,0.3790236447750593,0.11769239119274418,0.6365358763532486,TRUE
abundance,abundance_guild_bmp,flagged_effects_removed,facultative_grassland,prescribed_fire,-0.3852668577279199,-0.6513333086263122,-0.11813975767740635,TRUE
abundance,abundance_guild_bmp,flagged_effects_removed,facultative_grassland,provide_overwintering_habitat,0.007703895008695585,-0.32039386585939267,0.32364603767828315,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,facultative_grassland,reduce_grazing_intensity,0.08824793763665409,-0.4016853827366098,0.5736664823693006,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,facultative_grassland,remove_non_native_shrubs,-0.02814682620236491,-0.3573737520973364,0.30730621224329946,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,facultative_grassland,rotational_grazing,0.08813367597279505,-0.46531128175419983,0.6421339208973785,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,obligate_grassland,edge_and_shrub_habitat,-0.11570615268065211,-0.4122875230428414,0.1766960102905707,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,obligate_grassland,eliminate_pesticides,0.30013353451794644,-0.1064259365318812,0.7027175391615793,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,obligate_grassland,manage_in_patches,0.3143304300725665,-0.058663407853911005,0.6982098863938401,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,obligate_grassland,plant_nwsg,0.15976016953207967,-0.08728710488541135,0.4195060559843851,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,obligate_grassland,prescribed_fire,0.27495247178201,0.040766820064896334,0.515936394863249,TRUE
